name,pca_x,pca_y
316.jpg,2.1433034,4.0087433
812.jpg,6.546456,33.15375
460.jpg,-17.011385,-21.542624
544.jpg,-9.538275,1.6318017
936.jpg,-2.8895242,32.98125
125.jpg,20.873005,6.7350025
682.jpg,23.820267,5.026665
653.jpg,14.534799,-21.935297
595.jpg,5.558991,-12.396348
232.jpg,-9.263292,-19.728542
33.jpg,12.176736,-14.611251
291.jpg,-17.050539,1.8307283
536.jpg,19.064003,-12.920891
944.jpg,-1.2237617,33.946766
157.jpg,-7.230707,10.098036
621.jpg,-19.364433,4.9793262
186.jpg,32.156384,4.920897
240.jpg,24.40258,-12.499309
995.jpg,-2.016208,34.34792
779.jpg,14.814807,-18.557497
318.jpg,-12.450667,-15.458336
90.jpg,-9.541157,17.098118
41.jpg,-16.70417,-21.396168
938.jpg,-0.8093919,29.383444
1.jpg,28.329227,4.223251
705.jpg,-2.2973611,-5.4449596
364.jpg,-12.566812,-29.346928
860.jpg,5.413057,22.141415
412.jpg,-1.7152945,-11.36953
6.jpg,-18.304697,-4.717773
702.jpg,-5.080117,1.1751102
363.jpg,-12.540863,-13.823847
415.jpg,-11.381486,-13.9043455
867.jpg,1.7998259,34.82535
943.jpg,8.855739,20.78174
531.jpg,-21.37722,-9.614561
296.jpg,-19.55906,-19.048891
150.jpg,-12.550352,4.390976
181.jpg,38.321716,7.603344
626.jpg,8.214136,1.1342216
992.jpg,10.754497,29.481136
247.jpg,-11.605715,-9.4904995
97.jpg,19.425577,-11.26292
469.jpg,-19.29465,5.0189323
46.jpg,20.089542,4.0535636
119.jpg,14.513435,-9.263806
578.jpg,34.334694,5.6076775
420.jpg,-6.8759365,-3.5283196
852.jpg,-4.5952272,35.031086
387.jpg,-3.3581626,-21.383364
883.jpg,-4.3298635,35.60195
356.jpg,-16.355993,-0.29775596
737.jpg,-28.737822,-17.113993
272.jpg,1.2860969,-4.1403904
613.jpg,2.2105823,-24.77507
165.jpg,36.7671,7.4522567
976.jpg,2.2821531,18.97759
504.jpg,30.993622,5.9340215
73.jpg,40.396095,8.987583
275.jpg,-6.8490925,-7.2498546
614.jpg,-20.35183,-6.5231447
162.jpg,6.2290354,-7.7017245
503.jpg,-24.98788,-9.8425665
971.jpg,-2.7552454,29.760658
74.jpg,32.96926,7.927143
829.jpg,10.2177925,28.208715
209.jpg,-20.547314,-14.16381
668.jpg,-17.025513,-11.389562
380.jpg,-23.234776,-4.9956017
855.jpg,6.8326383,32.818115
427.jpg,-21.668442,6.1654315
351.jpg,24.468111,-1.0930337
884.jpg,-4.545875,29.672968
730.jpg,-10.835311,3.5987232
793.jpg,6.9572797,1.0022004
827.jpg,3.4215956,30.881987
455.jpg,-1.8836297,3.9315767
1003.jpg,-4.128575,39.7999
484.jpg,-23.64137,7.6726775
323.jpg,-3.2567658,-11.434828
742.jpg,-4.6870856,9.458434
207.jpg,-9.334814,13.211108
666.jpg,26.34957,9.66966
110.jpg,3.3782575,-25.311665
571.jpg,-7.7453275,-12.050429
903.jpg,-9.249255,40.450184
429.jpg,-13.0260725,-12.685969
200.jpg,-14.795343,-12.497548
661.jpg,-15.261782,-22.098694
117.jpg,2.2729514,-6.24339
904.jpg,0.6845875,31.241568
576.jpg,4.8584237,-4.1496267
389.jpg,-24.299671,8.185937
358.jpg,-1.7179186,-30.129385
739.jpg,-11.756928,-11.684959
978.jpg,-2.3685708,37.13176
794.jpg,16.864504,-21.700296
452.jpg,-10.044906,-10.605311
820.jpg,5.4511266,37.037514
1004.jpg,8.014235,24.131676
324.jpg,34.81474,5.44081
483.jpg,-23.314129,7.333644
745.jpg,15.703198,-7.296627
349.jpg,-7.667523,-17.330162
728.jpg,-19.953701,-13.287904
398.jpg,11.055113,-8.175498
10.jpg,16.742651,-1.1597133
106.jpg,-9.749137,16.573782
567.jpg,10.527535,-13.321366
915.jpg,-1.7249234,31.052607
211.jpg,35.946102,6.893167
670.jpg,12.496669,-13.804136
492.jpg,34.105633,7.5007925
335.jpg,-7.551026,12.813938
1015.jpg,9.61481,35.324623
754.jpg,34.65857,10.153814
785.jpg,4.912767,-14.583276
831.jpg,4.5901732,32.053432
443.jpg,-15.472776,-23.951994
969.jpg,7.353455,20.10068
332.jpg,-12.55236,-15.023785
495.jpg,6.154867,-8.025033
1012.jpg,0.84750646,16.76254
753.jpg,-9.188232,-13.72013
782.jpg,-4.7185903,-15.697206
444.jpg,-11.190559,-13.273777
836.jpg,2.638364,35.385574
438.jpg,15.4379635,-23.326977
17.jpg,-1.0184844,-7.819454
101.jpg,-9.992128,14.782251
912.jpg,-1.0163155,28.921112
560.jpg,-20.23665,-14.374886
216.jpg,24.29997,2.6433487
677.jpg,37.666893,9.04349
65.jpg,-9.468299,11.91241
838.jpg,5.7325773,37.81637
173.jpg,17.361025,-24.054998
960.jpg,10.471585,32.915092
512.jpg,-9.412563,-15.312893
264.jpg,22.487318,3.9709105
605.jpg,23.809542,8.805118
895.jpg,9.655885,25.506704
340.jpg,34.42242,9.024637
721.jpg,-5.111216,-14.18997
19.jpg,36.52703,8.833353
436.jpg,-11.429554,-6.183692
844.jpg,11.1568985,27.3348
391.jpg,15.84856,-22.79577
218.jpg,-7.052774,-26.244726
679.jpg,39.2577,7.718711
347.jpg,-14.3891535,-6.941759
892.jpg,-4.0052805,26.739363
726.jpg,-22.82073,-14.773988
396.jpg,-4.6214867,-13.494133
843.jpg,-3.9839015,35.754932
431.jpg,-1.3436788,-15.99141
108.jpg,-4.804055,2.0811732
569.jpg,-14.000005,-12.068354
62.jpg,13.044537,-2.5305967
174.jpg,11.569481,-4.668816
515.jpg,7.422231,-15.413968
967.jpg,8.584217,29.511059
263.jpg,15.359035,-1.935462
602.jpg,29.524021,7.7929935
876.jpg,-5.642366,39.010674
404.jpg,4.2963996,-5.127356
713.jpg,9.208766,-6.1424594
372.jpg,-17.11747,-1.1094548
478.jpg,-3.5797586,-5.622761
57.jpg,11.93407,2.7230322
86.jpg,28.587284,6.2386103
637.jpg,-13.801137,-12.481585
190.jpg,-9.14253,11.205691
256.jpg,31.843723,7.9004464
983.jpg,8.735152,35.62363
287.jpg,-10.995626,13.378494
520.jpg,13.912497,-21.796816
952.jpg,9.02861,34.32497
141.jpg,38.220783,8.481588
50.jpg,5.7113605,-19.455343
768.jpg,-11.869015,-10.651672
81.jpg,22.298832,0.017253237
309.jpg,-8.893713,15.509613
197.jpg,23.66241,-13.047956
630.jpg,16.27557,-23.749237
984.jpg,4.4046097,35.896244
251.jpg,-24.350512,-9.876827
955.jpg,10.014505,36.69483
527.jpg,-15.098958,-10.639038
280.jpg,-13.115402,-11.682582
146.jpg,-5.8235292,-8.771291
403.jpg,-21.109737,4.853224
871.jpg,-8.438979,40.616257
714.jpg,-16.510178,-17.570715
375.jpg,-13.40935,-28.851204
929.jpg,8.556261,23.590626
471.jpg,3.6846168,-10.420393
803.jpg,-3.513314,28.059875
766.jpg,-8.923295,-7.644226
307.jpg,-11.139325,2.998745
199.jpg,-12.614806,-10.866636
529.jpg,-1.0764955,-11.676695
148.jpg,-10.08385,-3.1609468
22.jpg,37.43262,8.02317
642.jpg,17.610071,0.65112233
223.jpg,-22.000593,-10.175803
584.jpg,30.075872,4.8688455
927.jpg,22.964046,5.878427
555.jpg,38.20938,7.0362296
693.jpg,-12.400712,-19.990437
134.jpg,16.477991,-23.443054
25.jpg,19.26245,-11.8324585
878.jpg,8.298419,24.530964
645.jpg,2.3021255,4.162521
583.jpg,1.159228,-13.484873
224.jpg,-23.555822,-9.959658
552.jpg,-25.576004,-9.874433
920.jpg,7.6808457,35.930256
133.jpg,-10.373465,4.496311
694.jpg,-23.216114,-5.01671
59.jpg,11.572313,-20.787271
804.jpg,-5.738864,36.4743
476.jpg,-9.925007,4.6948066
761.jpg,1.3144834,-16.247107
300.jpg,4.799342,-20.774614
88.jpg,-7.0967855,8.080594
1020.jpg,2.678114,19.323145
639.jpg,-9.5642395,-5.995109
258.jpg,16.49261,-24.395693
289.jpg,-9.3344755,-11.426488
